class,zyl_zyr,n_sto,pil_enl_1,pil_enl_2,pir_exr_2,n_gn,psl_exl_1,psr_pir_2,psr_pir_1,psl_exl_2,enl_enr,exl_enl,psl_pil_2,psl_pil_1,prn_gn,enr_exr,sn_gn,pir_exr_1,n_sn,psr_exr_1,psr_exr_2,gol_gor,pil_exl_2,pil_exl_1,enl_gn,exl_exr,pir_enr_1,enr_gn,pir_enr_2,enr_se,chl_chr,enl_se,sn_ls,psr_enr_2,psr_enr_1,si_gn,n_prn,gn_sto,psl_enl_2,psl_enl_1
1,16.67627119060901,8.714419888478298,2.33840670023943,1.1368884648631148,1.0503861654586917,13.921010758800602,1.1416124267765442,0.980511596789806,1.0390082093602842,2.295115203060764,5.508357132308725,3.2280270211092286,1.089517035963918,1.0832736473701126,9.606755333016741,3.420419885578633,7.797318126297912,2.27011243601014,6.143775717225913,2.409768469306825,1.172017490668218,14.026286468357636,2.1885536339969396,1.013663759787784,14.76283525426911,12.151390781435735,1.2338807991897411,13.502494593306023,2.476547952496883,2.991234081384118,6.642979392942812,2.7891783359719193,1.6557613214900095,2.478020557840023,1.2958814717533276,3.9419181739695746,6.041184118145939,5.224025915411865,1.405120827059884,2.400459950454073
1,13.2795557545713,7.519638620740436,1.814797491055298,0.903792733056989,0.74811702860792,12.778092442885756,0.9341550921344886,0.761529019360325,0.7813144944120968,1.8458471179616942,4.137729259085867,2.5559175119163133,0.8190258043569011,0.8067197618517122,9.907602663591458,2.4795374423692915,7.866260368058103,1.629107323486204,4.914473177478893,1.7818715055324559,0.8649616205886124,11.934679990513022,1.732782658503264,0.8195584382981649,13.007597140933864,9.17072761035692,0.9211050451810915,12.437556173621928,1.8179509771313191,2.0282063261250727,6.048970748535007,2.1794917526229716,1.7664969404219977,1.8084448790088927,0.9079436556401007,3.973178950300365,4.825305124885485,5.262270082818732,1.146313468873039,1.8476059335709227
1,14.30467452747149,8.422559414689372,2.2479102796984525,1.1103930240657764,0.9142050659006006,12.881004761869022,1.1412696992930853,1.221150797874071,1.2724900565281934,2.159652316852996,4.715380970825443,2.9721517379204276,1.2993788710620073,1.323255203130493,8.801480183534297,3.1668561648798703,7.039456497296089,2.0742413916873157,5.853244027697846,2.295576584620994,1.1533076083989018,12.510198419189582,1.9977978095812832,0.9045029680814067,13.721468148419744,10.85383348763312,1.2202229507438156,12.557331425358939,2.420779281342577,2.8006319529043773,5.0629488715454976,2.2313225643769785,1.9211920046624105,2.4203632661881156,1.3204311899367884,3.5154415715451623,5.723753838781907,4.487658140798965,1.6706908634429756,2.3747121359010706
1,15.275257813750958,9.125307371381087,2.0099150186730257,1.014632840081696,0.6652748045512232,16.200905534917016,1.0732259319500346,0.8196017157554288,0.8319336299662196,2.0061645155636905,4.999905687674497,2.744841915414723,0.9227453382220423,0.9501387857163995,12.994140097265253,2.5014642664908497,10.31013591818732,1.6057893452617122,5.900979398566606,1.790926077401598,0.8766304434048393,13.330403788422172,1.822962487787003,0.8217529780853136,16.288026823693276,10.217790902062072,0.960600682474672,15.467199609483236,1.9140543211511951,2.0946848705502044,5.1132409036549324,2.9186146322218955,2.1349212799959654,1.892883091764522,0.9646962781941784,5.2121179816246475,5.76734911626366,7.103509223842075,1.2349707942988593,1.9791602438058333
1,14.036671515482322,5.883495685491629,1.4702088961766995,0.766625616826024,0.7806254265016861,9.79410920650814,0.789327711033112,0.34827546276713783,0.41422628726786204,1.5629218323642589,3.7716602765418497,2.235947467688262,0.390273776141704,0.36672409207120865,6.721669254283665,2.0829340644176217,5.589973169819214,1.4714229421451708,4.257529484162489,1.5349210629710937,0.778348585103707,11.848882352089378,1.5608361678583642,0.8569648365179716,9.812693149011832,8.086269643969743,0.6896758538972118,10.00218242833676,1.3621298309485408,1.8453078652895853,4.981597650121661,2.3407435712134963,1.252190984885925,1.316045533645845,0.5715420067947732,3.306659454404931,4.0874334013380595,4.003829685360514,0.7840061260568653,1.4497255210445779
1,10.152419817496206,5.162137425566706,1.486472513335347,0.6923751273733976,0.6548213980227925,8.44892680371311,0.7047782820786882,0.7311473674300731,0.776269494009844,1.4475682207249807,2.772750274381467,2.02575361710633,0.7524059478732588,0.7754625921010305,6.13293858914836,2.0515069389023863,4.958292754676019,1.3894019742468586,3.4926491555003643,1.4424067558956313,0.7027710162258429,8.395668288543309,1.4215152355661431,0.6828327478420024,8.975007785506525,6.8336420201032775,0.7583021776419859,8.28903921401549,1.521762550139705,1.4824893558619725,3.5464600659985845,1.466171310028611,1.2347741414646665,1.5284172311046222,0.8363579422576195,2.521334349654333,3.4144309435669133,3.290289489525131,0.9514254392726775,1.5181473917730701
1,9.580550287485849,5.527937568045085,1.330119520589881,0.6420336804288251,0.5668561409890066,8.49597729736577,0.6629337915056469,0.6560268121742344,0.6740704728070382,1.311036202807577,2.888877446900062,1.811564604555163,0.651683031030664,0.6683426973232187,5.910199439497905,1.8443275230128497,4.74052512153252,1.2218535905649612,3.7563983849223566,1.3153182600636317,0.6552752306945858,8.157513133672138,1.2346071672853367,0.5693650961492367,8.804281609395494,6.541912704211159,0.688156045768156,8.318743391138993,1.3662880299814821,1.529844497671132,3.84313305097672,1.5383504792081881,1.4283334761446445,1.3789916795717991,0.7435850589221117,2.3878461735070386,3.6611589302657706,2.972225162693361,0.8530833830234773,1.3531084653321328
1,14.11525301508075,6.692802640792283,1.6610020261296154,0.8277510281366489,0.761289073242164,11.121308801461675,0.8609773849274954,0.635109678027318,0.6651968963286883,1.72594258684843,4.219592555611905,2.4176176383922345,0.6797519253609633,0.6415941566896016,8.25416953983482,2.398702850444869,6.626653515512878,1.589178226713901,4.496363631779196,1.684577891683169,0.8077376608220049,12.384454225568174,1.6625419236243026,0.8240644695338423,11.646334576382362,9.035802261216267,0.8767269980064385,10.984542089462822,1.717245365910452,2.173391135035786,5.304855436718067,2.2321725639389354,1.505599780569873,1.706015775494367,0.8528746888163913,3.4699320671913956,4.404923682979224,4.434876172391539,0.9869648669941465,1.682678409161818
1,11.490299026945605,4.517312213894121,1.2732347833602125,0.6245805860486378,0.566331923604738,8.977702881576425,0.7054427037117293,0.36091291350935445,0.40942203209470485,1.3434525836538684,3.0650198396284036,1.876229126853492,0.3849068842224767,0.3815655391471392,7.274313028758919,1.8722905373202268,5.895608025289374,1.2144355978727097,3.0826320641375506,1.3165895515742638,0.6555345423478748,10.002235678853227,1.2678025801788164,0.6161732490573791,8.900579558655238,6.8069035453889395,0.6726555934825895,8.50220379834184,1.3212137202921121,1.47438558450277,4.476371248477567,1.5914090181791305,0.8747865958749257,1.2893501178425943,0.6553774228886826,3.18615474378823,3.0422308272179848,4.463435969151344,0.702450535536175,1.256961606109071
1,10.319276067568175,5.572344347693956,1.4337685188908516,0.6846162589992619,0.5908469358398322,9.310161159309349,0.736016058669372,0.7136993201453303,0.7445311314092585,1.437237420822891,2.7859749157419333,1.9545275253928343,0.7452100399578249,0.772615457847885,6.373542793529507,1.9825931055080603,5.244435483132915,1.3032022713146394,4.069497922805719,1.3988019520954598,0.6823296928801588,8.679836949517314,1.3646616936384601,0.6395503962985403,9.643602819373907,6.72077402698769,0.7736729322244231,8.972596913760729,1.5091246399983544,1.583745338962502,4.03417322266481,1.4321167065424443,0.9892864470331413,1.4901634325393054,0.7924024775075734,2.8581426762337214,3.9458238053724886,3.7428614721946394,0.9433415871353387,1.4506559580218812
1,12.146401348867556,6.6516285337002765,1.6201358346072425,0.779313167048073,0.6864544580161339,10.213430790824146,0.7909249112754281,0.7333500222107044,0.7600341915931009,1.5855484323289648,3.549574925121815,2.236056759442297,0.7918461922134746,0.7659862122238154,6.787219884720639,2.1573428021622902,5.552216009199039,1.4680468201294903,4.661640147129247,1.640148842932761,0.8352954075362066,11.148759910874007,1.5203015395663113,0.6935263028281545,10.890310525776165,7.937297721086488,0.7399457658827933,10.047795123945026,1.5323398276252742,1.7785650612082649,4.61043616250903,2.180715313688745,1.4562838957318103,1.5640825723420777,0.8063734021635717,2.519651853534716,4.521354116475397,3.563222395321596,1.0704622746581076,1.693447108613033
1,11.54846316715661,5.997111830613547,1.5199497836767657,0.732559573512282,0.6460073425280283,9.629887104256674,0.777182434544051,0.6828152369776297,0.7164858282967514,1.5224287670068177,3.4830087839449737,2.121113562994319,0.726853757772894,0.7364115967105113,6.608366009026732,2.1332263624717744,5.375330083626352,1.4054183890948524,4.2548858952223805,1.52419557720401,0.7583420190460313,9.924417510068373,1.453572246242443,0.6810570070022876,10.160887814447634,7.736225769118417,0.7847895410508665,9.440092465220248,1.5602271883977992,1.8645067624670055,4.773583249354982,1.8845658845675992,1.2851305624336198,1.5665881300595101,0.8346203177108888,2.9560833837667024,4.123314092942984,3.6333073529450353,0.954415505227958,1.5704428592414854
1,12.363364124197687,6.3279362836374276,1.6884568953208532,0.7803004885530728,0.6550078842394819,11.008691169390712,0.8886644344730814,0.903773613117964,0.9247973427043269,1.6816722597463474,3.3713090285949616,2.2836357665916163,0.9368440669737984,0.955553319717867,7.958131060701717,2.269911271724699,6.552478201012984,1.494728888812787,4.460252276129479,1.6717870825221144,0.8786591500063101,10.521413866640215,1.5662625891962927,0.6974967619318486,11.815863712890046,7.913001266366372,0.8316829104503267,10.73015041402083,1.7018501595087439,1.7451393018065007,4.416153481757903,1.9040902716497625,1.2813756785297303,1.7625752775975634,1.0065589319953865,3.756140528678892,4.375087768902498,4.69363668454204,1.1322845411763554,1.7911996719161576
1,13.495106571711203,6.252721265127806,1.6514802229097045,0.8279110772800414,0.6950928743275502,11.10191795624663,0.8955381687351264,0.5141746229428819,0.5146670480865905,1.739138337134931,4.136174010707118,2.4376217103138638,0.5384212313367142,0.51700653966203,8.563947263011059,2.382406691525099,6.787964636621828,1.506986282718152,4.315553043290114,1.5982768143822097,0.7804912473059933,11.801178197257647,1.6345612884931702,0.8089557374733648,11.098299930590361,8.945093015713772,0.9021517093589139,10.654541882544883,1.7213877018769825,2.036341506726642,5.289065534556498,2.1119303691825038,1.285379503886916,1.7075821121603088,0.8868584430568358,3.800224374034691,4.218464476426811,4.850481363372571,0.9266649419368845,1.6568678292260728
1,14.099328382713308,7.88840971884421,1.9343490414473323,0.9454266895742008,0.8472360256141317,12.547781390651474,0.9352860307304388,0.8618379873361524,0.8985628213661131,1.9137493492102244,4.4365869601684516,2.692059625782347,0.8932154051385339,0.8990401108490852,8.745859362010236,2.724432900547287,7.1093554300996615,1.8106300385030596,5.438426713169402,1.9096364788497247,0.912423941371479,12.08794028388293,1.8570162045679701,0.8896857579412139,13.013589995603105,9.850881682096123,1.0210788206109371,12.338702070779659,2.0128026880729686,2.4161774588304517,5.384783827965715,2.31511423383038,1.8150146574134542,1.996735712751192,1.0333505612896035,3.6716050612033824,5.28530984896474,4.659499995551053,1.1709119326574806,1.9713233895149855
1,10.650185563357471,5.1974917884923,1.5101040957503076,0.7338894739423256,0.656359285292254,10.22143464547425,0.8375785684759578,0.6281870624410755,0.653780166076461,1.547095652403287,3.2236826626944466,2.105468971738869,0.6503283840257995,0.6546748159053724,8.183661989687632,2.1954747076362398,6.647617087856191,1.4553062963433385,3.579513081463669,1.5788615662243146,0.8266680426937248,8.756144281394088,1.3967136521721633,0.6205898498492826,10.244006003660813,7.521425515493558,0.7662248517274787,9.683870075431656,1.568248423396115,1.6968973864629149,4.292385498357379,1.5267875603311423,1.1013420086919399,1.580042591433809,0.8504073924248529,2.26575327093211,3.5415908750171705,5.034747372189069,0.917780184938055,1.5214058449078338
1,9.355403564100627,5.075264897442399,1.1983425033743291,0.5952549881302743,0.5120743088662173,8.922525536720196,0.6197064979930912,0.42401504987792343,0.4325446387968295,1.2172095754138574,2.624741133929722,1.7184992997691004,0.4266544599722752,0.4331151005633528,6.598050997578153,1.7141942305511446,5.420440051205548,1.1001790656202972,3.5027858320333447,1.1651833431839551,0.56752243674628,7.734104231946981,1.1535369740888723,0.5547502466270674,8.950332509766321,6.054790081254654,0.6472399159032033,8.539482631771271,1.245122175180055,1.3122644603230769,4.039965766026922,1.3806426014364281,1.074717189033583,1.2292805172683234,0.6382125381516773,3.05244725896199,3.4138094018010907,3.853195219430857,0.6714605022921274,1.1928631578170423
1,11.196876039394471,6.089727082119755,1.5294457124729388,0.7515324099705964,0.6008673355164751,9.937405790599982,0.769773941470998,0.6245261421341354,0.6510763899820401,1.4864526569111327,3.422188296545792,2.139643441591328,0.6362783857403951,0.6702720541479986,7.388889482862084,2.1543520235403735,5.833144098598619,1.3620135833788782,4.104405054789936,1.460855392597513,0.7352775661339546,9.96062714805206,1.4236458236279175,0.6638448919490527,10.069450088626597,7.716026413041663,0.8302873357290192,9.497707230984712,1.6036355458447444,1.6637828096196101,4.38671086266266,1.7920805358627765,1.5783709541132354,1.6031800344563278,0.8894907232617211,3.2146857979699175,4.027796092114323,3.8477528622150494,0.9744854306434272,1.5803346295574985
1,10.153851982302818,5.2318249454821455,1.4304071958851263,0.7214858043485887,0.6060270918392874,9.663562707921267,0.6957790462947807,0.4687174859190409,0.5002724599197281,1.4070054427359058,3.2440793811499713,2.0449284110207486,0.5069023200116252,0.5107402769986581,7.147948256149402,2.0326015281695584,5.972850937903155,1.3069941118234107,3.6913170575177596,1.3627089939926773,0.6437938323007483,8.426952087260375,1.365495441111021,0.66455249616765,9.972315116638265,7.32092705377827,0.7668252187712499,9.438893827671821,1.4830616606778098,1.7123986763567167,4.228298329851622,1.6852611729805285,1.0242485570764979,1.461034331848417,0.7649789164141607,2.926757952104432,3.5774536064888163,4.431926960203626,0.8516480796830712,1.448379801696352
1,11.343376763255277,5.4145117497878,1.4673311248961982,0.7238646163113563,0.6103480077729614,10.246550574121272,0.7556175427808162,0.492155863800542,0.5055352139031377,1.489069899510189,3.231640136903351,2.0887723081587266,0.5059063949947233,0.5075608584233542,7.741124299994067,2.0637730097335476,6.4548708676302775,1.3199871545921549,3.79170659633367,1.3732121388209093,0.6550665598141359,9.800004903093122,1.4016916490041926,0.6660479592544576,10.409783159843167,7.384143326551679,0.7763382118113163,9.95478711373849,1.502793287960819,1.5150474401245684,4.622266636572494,1.8120780479553111,1.0818401920831704,1.502748831562417,0.800195215464916,4.033989229410534,3.695380756654133,4.834792344437183,0.8075537599052837,1.4297056500165786
1,11.76504533267779,5.552265133456723,1.4505046287303045,0.711061987975699,0.6120088599681838,9.555026713533627,0.78975566209152,0.5662594760701637,0.604284103866729,1.5199444475814792,3.3462368147510446,2.0950855320687682,0.5736902747482406,0.571200303715622,7.954983695683321,2.0451507040204375,6.145889498698095,1.3397884498461037,3.4092347934323604,1.4355725148920462,0.7007754212061044,9.876810847926661,1.4383465458359646,0.7005650341738455,9.557616839457383,7.482420805206612,0.7621726020389422,9.211232005096196,1.4979387140360987,1.6968864156419226,4.351647075991711,1.6498710632605802,1.5322611044898446,1.4645789566018863,0.7532314071163814,3.067637944873202,3.3782436327039327,4.002862178891241,0.8703569220876558,1.424461403777647
1,9.264592109375359,4.72109512519341,1.342296220501678,0.630792249960479,0.5580862349630749,7.28831822173979,0.6877229512435543,0.6284044889862097,0.6501161054052114,1.3720833418110863,2.600148930736718,1.8971046466768289,0.6386660437986431,0.641960163743504,4.745269363055241,1.8066499930354722,3.874783780956301,1.202812759808081,3.4145401369000465,1.2621942336227059,0.6054706479952272,7.754277677079407,1.3305168989622511,0.6446366871008492,7.68447146926553,6.28629335969593,0.6744020192927529,7.1382470312883335,1.345482843089512,1.2709959300032179,3.682408672909699,1.5727510189153713,0.8979894509813822,1.3666324107353027,0.7341286962590928,1.8636697458443625,3.3176355530460393,2.5672289598407656,0.8103860034829249,1.3660030860855006
1,13.906354892561549,7.0255171616744505,1.778609427844851,0.8313042433190614,0.7770764818835956,12.00810556329249,0.9005378502574456,0.7610969581405446,0.8039045033208694,1.7976898527302425,3.7835581544055525,2.514484830132754,0.8130407263526759,0.8214362357524355,8.495799427309816,2.5039957477915307,7.127869645708814,1.6538256219856828,4.882966714382735,1.7681113842851939,0.8779422441824799,12.141808163186733,1.7438548222835086,0.827542917623963,12.976914238233428,8.79915968726128,0.9042421009543617,11.983108600738483,1.8084079945760054,2.1388568508548054,4.512562670969039,2.243529081155206,1.6999379195058286,1.8217135778043494,0.9929174100121148,4.011018119515896,4.748826417248852,4.984553772480101,1.1115213704725666,1.8387318984772463
1,11.244320844522457,5.874805714843152,1.5355777775488213,0.7495277908163729,0.6371128268213111,10.00235093696727,0.7817440155800471,0.6564898429364401,0.6932551819392866,1.5582982177766485,3.4123796205013615,2.1216900018730303,0.7129702365850505,0.7081257621628698,6.845293851527094,2.0807088857329843,5.703644034030482,1.3736918645927036,4.298797191429744,1.4768165498840116,0.7077564745285411,9.422735877067222,1.4542400340859754,0.6777167618828134,10.350571752715187,7.613316321319943,0.7826559119780205,9.801685646372075,1.539207949604382,1.7975033430625107,4.519608632830328,1.875171790389395,1.019574795465564,1.5213698027964857,0.785122774003338,3.274777754468454,4.166517617876857,4.127545222667349,0.9310509027589635,1.520045298447315
1,10.921834224360195,5.527071571196229,1.219374674468605,0.5612151177801304,0.5327899180376724,8.464339884939076,0.6503742991726535,0.5207139529414361,0.5379584050098296,1.2537845426550185,2.997262995271817,1.746563355611984,0.5145604984046359,0.5109108850957854,5.538253864781371,1.630849532455648,4.564711606469292,1.1290090332280596,3.9084674121031844,1.2368134247577371,0.6424691111312832,8.938457663178593,1.2044938878165168,0.5619304989614674,8.811926234777609,6.358515873486149,0.5225689966990025,8.365362259888744,1.1284910137675586,1.3781467521892794,3.7292137236615983,1.9673157584917778,1.1752604514024887,1.1691331452316092,0.6239993082881956,1.9740838169369557,3.8125634042929444,2.947051153815375,0.6691871685710055,1.2472316704100481
1,9.026682704052964,5.137307400038507,1.353733523538398,0.674328767031157,0.5877451615460043,8.268486775952375,0.6492096300875422,0.6335588401912612,0.6623973139681042,1.3082582858716123,2.837508185030182,1.8427298913196395,0.666955482063013,0.6799201371396912,5.945739024544468,1.9020391925234015,4.7396920761566,1.2593256654729637,3.5294494604608,1.346145261576586,0.6535130544225033,7.727079073846362,1.247982849455218,0.5894634602361091,8.612807727558883,6.582007921600597,0.7225524938786727,8.066937103953707,1.4143749622454602,1.587824204962431,3.756199949392327,1.3860021965937714,1.1185428910115953,1.3957288192555528,0.7293293701309133,2.310670827320957,3.4349409715771246,3.132555972240376,0.8825064998739911,1.3894448217683144
1,8.021669613252305,4.578347601039935,1.168045229243214,0.5822352472719285,0.4774024650559854,7.729598214333027,0.5851516797892657,0.5129047037839469,0.5280025053811581,1.1492589919898084,2.580042992816454,1.6135401447339381,0.5468959264929847,0.5520113087322073,5.596994560087533,1.6282831060608831,4.544254300740569,1.0633581483549739,3.1884501792899833,1.1359534750164555,0.5466295803343664,6.933246202891925,1.087322393606891,0.5059969582111499,7.9978922877854295,5.821715890780237,0.6180293073142823,7.4981888926133236,1.2190247500132045,1.396001450423046,3.115343515584374,1.3010766504714935,0.9080527779810423,1.2093269702452287,0.6297082791948966,1.887426774446465,3.1128941732587387,3.1546799232574556,0.7562925431336807,1.195526497827388
1,8.38738134650261,4.851802975429718,1.1299975465109364,0.5513341164797436,0.48488621563216583,8.075765774205733,0.5917202456515145,0.50791283510843,0.5123749378821225,1.1475086549041442,2.6398403949900686,1.5863601360882804,0.5152207312299538,0.519465582520405,5.646355103501723,1.6404495954374512,4.669576062025373,1.0719043931953673,3.4150462348753514,1.1465358956990042,0.5610776347841057,7.250179551938698,1.073994821745341,0.5018774475131214,8.300713893152164,5.866620455884767,0.6089295177767609,7.885717235871594,1.2134764327834617,1.5534458275335594,3.094128006406814,1.268308881359481,0.9495807121775329,1.213370521606678,0.638996301791256,2.0533472239908526,3.3263208422088395,3.2421849704805203,0.6923372868331473,1.1568406810709972
